iter	Logloss
156	0.2251806067
157	0.2243927891
158	0.2229212534
159	0.2216318803
160	0.2207049454
161	0.2201871043
162	0.2190291306
163	0.2182667921
164	0.2169914833
165	0.2157197087
166	0.2138235975
167	0.2126600447
168	0.2110764678
169	0.2097021834
170	0.2089947198
171	0.2080509268
172	0.206605487
173	0.2057423991
174	0.2041784751
175	0.2030157779
176	0.2018771765
177	0.2011413926
178	0.1995956286
179	0.1984379328
180	0.1977154651
181	0.1968215833
182	0.1955508985
183	0.1948907457
184	0.1937073331
185	0.1926274516
186	0.1919560577
187	0.191222506
188	0.1904184419
189	0.1902446469
190	0.1892531627
191	0.1886371392
192	0.1873202212
193	0.1861941067
194	0.1849782032
195	0.1841719522
196	0.1836551284
197	0.1831350348
198	0.1829138826
199	0.1818802274
200	0.1810742343
201	0.1802446178
202	0.179378043
203	0.1781634769
204	0.177398019
205	0.1764320453
206	0.1755525225
207	0.1752245586
208	0.1745010656
209	0.1732879671
210	0.1723738002
211	0.1714613199
212	0.1703850077
213	0.1697850738
214	0.1691667386
215	0.1685296058
216	0.1674914678
217	0.1668926659
218	0.1662473675
219	0.1648861328
220	0.163788313
221	0.1630243466
222	0.1623887206
223	0.1615971107
224	0.1608219858
225	0.1594381853
226	0.158360439
227	0.1578399833
228	0.1570277823
229	0.1561209219
230	0.1552582087
231	0.1541531873
232	0.1532045172
233	0.1525380187
234	0.1517242622
235	0.1513970209
236	0.1503743292
237	0.1497889853
238	0.1491569144
239	0.1478951416
240	0.1468054584
241	0.1457310957
242	0.1452591871
243	0.144623899
244	0.1438744131
245	0.1430691421
246	0.1423796571
247	0.1417638942
248	0.1412049663
249	0.1405380177
250	0.1397812129
251	0.1395447258
252	0.1387546981
253	0.1384136731
254	0.1379622456
255	0.1376472883
256	0.1366692419
257	0.1360746502
258	0.1353377348
259	0.1344044589
260	0.1335917278
261	0.1328814311
262	0.1322099079
263	0.1318301128
264	0.1310815734
265	0.1303132213
266	0.1297851775
267	0.129061841
268	0.1287685577
269	0.1282090813
270	0.1278869772
271	0.1274449709
272	0.1269763001
273	0.1260857607
274	0.1253490044
275	0.1248202701
276	0.1244757378
277	0.1239002271
278	0.1231425651
279	0.1222626258
280	0.1218588054
281	0.1212064674
282	0.1207813901
283	0.1200576201
284	0.1194658113
285	0.1187212792
286	0.1180425226
287	0.1177048678
288	0.1170113573
289	0.1164067401
290	0.1162454807
291	0.115632965
292	0.1148362961
293	0.1144154235
294	0.1138501309
295	0.1134447625
296	0.1128087958
297	0.1123891336
298	0.1116961516
299	0.1111099785
300	0.1107917008
301	0.1100241068
302	0.1093851126
303	0.1089889843
304	0.1084449877
305	0.1078990188
306	0.1071574323
307	0.1067314772
308	0.1061551611
309	0.1057851925
310	0.1051905407
311	0.1046297121
312	0.1037287964
313	0.1032952405
314	0.1029335403
315	0.1025269919
316	0.1018964285
317	0.1013564873
318	0.1011532149
319	0.1007952211
320	0.1001649839
321	0.09977458626
322	0.09932831325
323	0.09900166597
324	0.09848573589
325	0.09793144188
326	0.09711245752
327	0.09661385959
328	0.09619500635
329	0.09582156462
330	0.09550399898
331	0.09503688516
332	0.09479341283
333	0.09462791738
334	0.09418455065
335	0.09353210179
336	0.09301257207
337	0.09266001793
338	0.09237091542
339	0.09207593226
340	0.09166501141
341	0.0913412694
342	0.09104733361
343	0.09009488909
344	0.0898020285
345	0.08935295982
346	0.08893028709
347	0.08859141481
348	0.08821334803
349	0.08767755764
350	0.08720983904
351	0.08682815505
352	0.08670652353
353	0.08637605557
354	0.08597911962
355	0.08554475992
356	0.08527067417
357	0.08487068512
358	0.08456655891
359	0.08424595597
360	0.0836543552
361	0.08297978912
362	0.08262744817
363	0.0823443453
364	0.08210875625
365	0.08136608903
366	0.08096577075
367	0.08058342123
368	0.08026768865
369	0.07999688274
370	0.07960700041
371	0.0789715177
372	0.07863489939
373	0.07822703773
374	0.07803677096
375	0.07773833462
376	0.07707562631
377	0.07691725434
378	0.07651210469
379	0.07612376479
380	0.07584316933
381	0.07574000063
382	0.07534306965
383	0.07515804831
384	0.07478492069
385	0.07437487376
386	0.07414761654
387	0.0738373563
388	0.07334648648
389	0.07304393094
390	0.07267348237
391	0.07255453955
392	0.07231867296
393	0.07185544474
394	0.07141629906
395	0.07103033849
396	0.07069322958
397	0.07037225789
398	0.07008033901
399	0.06977790143
400	0.06959546611
401	0.06927913907
402	0.06903850869
403	0.06886447783
404	0.06853424478
405	0.0680440419
406	0.06773840944
407	0.067294473
408	0.06699280935
409	0.0667974825
410	0.06643095491
411	0.06622375082
412	0.06606211327
413	0.06560820942
414	0.06525527717
415	0.06505638245
416	0.06466698695
417	0.06447297103
418	0.06428055177
419	0.06396199833
420	0.06371628115
421	0.06353722143
422	0.06319680127
423	0.06294463089
424	0.06279950039
425	0.06251423893
426	0.0623328184
427	0.06205846781
428	0.06179488896
429	0.06160665021
430	0.06129865879
431	0.06102512766
432	0.06084914918
433	0.06059384894
434	0.06042275564
435	0.06016526117
436	0.05988058956
437	0.05962302584
438	0.05945834379
439	0.05910684228
440	0.0589233855
441	0.05859969568
442	0.05829428664
443	0.05817118654
444	0.05793896752
445	0.05770187706
446	0.05754993407
447	0.05743150989
448	0.05728320825
449	0.05713715864
450	0.05696535602
451	0.05687817595
452	0.05673462782
453	0.05650796916
454	0.05633301929
455	0.05613938107
456	0.05575306276
457	0.0555762398
458	0.05536418084
459	0.05509589864
460	0.05496065573
461	0.05472087792
462	0.05448252634
463	0.05427261453
464	0.05409867099
465	0.0537777674
466	0.05363435877
467	0.05350405147
468	0.05328030148
469	0.05308244194
470	0.05296645107
471	0.05283989896
472	0.05263512085
473	0.05248623172
474	0.0523141379
475	0.05206329147
476	0.05187010723
477	0.05167354299
478	0.05149085823
479	0.05143579598
480	0.05120573644
481	0.05105985148
482	0.05085804085
483	0.05071404319
484	0.0505383153
485	0.05038757854
486	0.05021582352
487	0.05009901989
488	0.04990877265
489	0.04967957825
490	0.04956510945
491	0.04941937271
492	0.04923317342
493	0.04904877764
494	0.04883143769
495	0.04861646515
496	0.04845585807
497	0.04823846398
498	0.0481269026
499	0.04792677569
500	0.04778681535
501	0.04758876946
502	0.04742672292
503	0.04723781455
504	0.04703520526
505	0.04685419081
506	0.04665124126
507	0.04646991047
508	0.04636605259
509	0.04619164768
510	0.04604332011
511	0.04589020712
512	0.04572333031
513	0.04555847961
514	0.04542956078
515	0.04533027671
516	0.04514005512
517	0.0449534038
518	0.04476864924
519	0.0445874251
520	0.04440770583
521	0.04430707764
522	0.04412776918
523	0.04394985772
524	0.04379233159
525	0.04365636863
526	0.0435626909
527	0.04347001719
528	0.04331481801
529	0.04318721327
530	0.04301327966
531	0.04284581186
532	0.04271581724
533	0.04255050339
534	0.04240034216
535	0.04227259713
536	0.04218357827
537	0.04202092414
538	0.0418460554
539	0.04174599526
540	0.0415948876
541	0.04143701375
542	0.04128827022
543	0.04118867873
544	0.04104619843
545	0.04091338472
546	0.04075919998
547	0.04060464282
548	0.04050997326
549	0.04035442613
550	0.0402707893
551	0.04014282208
552	0.04000268086
553	0.03988761113
554	0.03973614456
555	0.03958678161
556	0.0394459546
557	0.039323991
558	0.03920278741
559	0.03909168511
560	0.03897137
561	0.03885187217
562	0.03875545802
563	0.0386348682
564	0.03845507073
565	0.038322607
566	0.03821588172
567	0.03810247499
568	0.03796349023
569	0.03786019933
570	0.03774705216
571	0.03763343329
572	0.03750594299
573	0.03738087881
574	0.03725574287
575	0.03714807041
576	0.03706727947
577	0.03696007473
578	0.0368392266
579	0.03673419751
580	0.03665631676
581	0.03657933169
582	0.03647557285
583	0.03635798654
584	0.03624134904
585	0.03612523128
586	0.03605010056
587	0.03593581132
588	0.03582207685
589	0.03574765794
590	0.03567541755
591	0.03560277082
592	0.03552952368
593	0.03545745698
594	0.03538665304
595	0.03527683847
596	0.0352061723
597	0.03513663956
598	0.03502855756
599	0.03496008787
600	0.03485248457
601	0.03478396358
602	0.03467844297
603	0.03457294829
604	0.03446889268
605	0.03436525203
606	0.03426230647
607	0.03419720575
608	0.03413067002
609	0.03406557689
610	0.03400072008
611	0.03393618707
612	0.03387181455
613	0.03377195329
614	0.03370778907
615	0.03364495326
616	0.03358261373
617	0.03351976456
618	0.03342160796
619	0.03335992779
620	0.03326345893
621	0.03320219706
622	0.03314058926
623	0.03304492883
624	0.0329843645
625	0.03288958021
626	0.03282966089
627	0.03273627042
628	0.03267635501
629	0.03261718857
630	0.03252495505
631	0.03243289144
632	0.03234825674
633	0.0322906048
634	0.03223277559
635	0.03214979344
636	0.03209200935
637	0.03200949867
638	0.0319530093
639	0.03189655714
640	0.03184101495
641	0.03175307624
642	0.03169740601
643	0.03161027751
644	0.03152372567
645	0.03146848606
646	0.03141423488
647	0.03132832183
648	0.03127473653
649	0.03119553647
650	0.03114193565
651	0.03108891448
652	0.0310360745
653	0.0309582067
654	0.03090596937
655	0.0308538092
656	0.03077691836
657	0.03069991868
658	0.03061838706
659	0.03053672116
660	0.03048545893
661	0.03043493269
662	0.03036050532
663	0.03028666822
664	0.03021278313
665	0.03013334076
666	0.03008313495
667	0.03000492536
668	0.02995589629
669	0.02990662184
670	0.02982928114
671	0.02975184377
672	0.02970353726
673	0.02962665979
674	0.02957877163
675	0.02953138222
676	0.02946095819
677	0.02939113951
678	0.02934436003
679	0.02929684228
680	0.02922226419
681	0.02917598377
682	0.02910733999
683	0.0290617878
684	0.02898781436
685	0.02891490728
686	0.02886947301
687	0.02882436024
688	0.02877889801
689	0.0287124482
690	0.02864048311
691	0.02859628182
692	0.02855177907
693	0.02848124922
694	0.0284157517
695	0.02837111694
696	0.02830201719
697	0.02823730593
698	0.02819413671
699	0.02815072336
700	0.02810796743
701	0.02804327233
702	0.02797965099
703	0.02793703814
704	0.02787346669
705	0.02780539986
706	0.02776381472
707	0.02772144197
708	0.02767950311
709	0.02761757458
710	0.02755503986
711	0.02748899664
712	0.02744810067
713	0.02738256616
714	0.02734185982
715	0.02730120244
716	0.02723581063
717	0.02717631904
718	0.02713574933
719	0.02707651866
720	0.02701725935
721	0.02697747096
722	0.02691892237
723	0.02685604638
724	0.02679290937
725	0.02675364409
726	0.02671464709
727	0.02667550943
728	0.02661241964
729	0.0265743115
730	0.02653602515
731	0.02647936601
732	0.02642291923
733	0.02636129835
734	0.02632342626
735	0.02628496343
736	0.026229737
737	0.02619218788
738	0.02613700606
739	0.02607744084
740	0.02601740032
741	0.02598030164
742	0.02594353816
743	0.02590776463
744	0.02585314674
745	0.02579902838
746	0.0257629865
747	0.02570509504
748	0.02566932249
749	0.02563398316
750	0.02559842178
751	0.02554534716
752	0.02549260309
753	0.02544035329
754	0.02538362216
755	0.0253482655
756	0.02529209189
757	0.02525728741
758	0.02522321297
759	0.02516988115
760	0.02511901152
761	0.02506353503
762	0.02502943736
763	0.02497404961
764	0.02494003689
765	0.02490582134
766	0.02485546887
767	0.02480104237
768	0.02474681439
769	0.02471306528
770	0.02468041187
771	0.0246468944
772	0.02459738619
773	0.02456402673
774	0.02451464029
775	0.0244623429
776	0.02442870156
777	0.02439663606
778	0.02434812411
779	0.02429973134
780	0.02424814242
781	0.02421588204
782	0.02418389372
783	0.02415281071
784	0.02410524566
785	0.02405832198
786	0.02400757075
787	0.02395710113
788	0.02392577432
789	0.02389439121
790	0.02384866702
791	0.02381756608
792	0.02377204632
793	0.02374052702
794	0.02369519711
795	0.02364576432
796	0.02361593119
797	0.02356631214
798	0.0235360883
799	0.02348788922
800	0.02345737699
801	0.02342764518
802	0.02338329217
803	0.02335314307
804	0.02330881473
805	0.02326157974
806	0.02323231149
807	0.02318439286
808	0.02315556678
809	0.02311189667
810	0.02308275494
811	0.02303544027
812	0.02300699122
813	0.02297805608
814	0.0229350691
815	0.02289267672
816	0.02286359154
817	0.02282151825
818	0.02277914171
819	0.02273327541
820	0.02270532563
821	0.02267713833
822	0.02263550851
823	0.02259012886
824	0.02256190152
825	0.02251740614
826	0.02248995657
827	0.02246226655
828	0.02242138495
829	0.02237682483
830	0.02234992199
831	0.02232275181
832	0.02228149197
833	0.02224169662
834	0.02221418237
835	0.02217414738
836	0.02213099676
837	0.02210425686
838	0.02207709135
839	0.02203797741
840	0.02199497345
841	0.02196833531
842	0.02194205283
843	0.02190321333
844	0.02186065619
845	0.02183475708
846	0.02180850531
847	0.02176975508
848	0.02173149511
849	0.021689958
850	0.02166430435
851	0.02163806222
852	0.02160016974
853	0.02155895074
854	0.02153332584
855	0.02150825717
856	0.02147027128
857	0.02142975527
858	0.02140444152
859	0.0213793906
860	0.02134214517
861	0.02130217337
862	0.02127725871
863	0.02124023292
864	0.02121535611
865	0.02117903656
866	0.02113922345
867	0.02111454084
868	0.02109051287
869	0.02105358116
870	0.02101520366
871	0.02099055588
872	0.02096591214
873	0.02093039433
874	0.02089148042
875	0.02086666997
876	0.02084305034
877	0.02080764737
878	0.02077147074
879	0.02074797691
880	0.02071291728
881	0.02067487241
882	0.02065162918
883	0.02061337238
884	0.02059039823
885	0.02056592589
886	0.02053169255
887	0.02049423078
888	0.02047059943
889	0.0204480189
890	0.02041307745
891	0.0203766334
892	0.0203537202
893	0.0203192935
894	0.02029641502
895	0.02026020676
896	0.02023751943
897	0.02020399593
898	0.02018140953
899	0.02014867347
900	0.02012630706
901	0.02009354978
902	0.02005767869
903	0.02003554372
904	0.02001369545
905	0.01998034283
906	0.01994536094
907	0.0199235634
908	0.01989087998
909	0.01985586912
910	0.0198342928
911	0.01981283012
912	0.01978084489
913	0.01975906778
914	0.0197272295
915	0.01969295055
916	0.01967117949
917	0.01965023497
918	0.01961903329
919	0.019584413
920	0.01956284961
921	0.01953196289
922	0.01951090103
923	0.0194766716
924	0.01945584801
925	0.01942468964
926	0.01940322808
927	0.0193725296
928	0.01933922265
929	0.01931844253
930	0.01929766959
931	0.01926716385
932	0.01923383982
933	0.01921290754
934	0.01919301016
935	0.01916246839
936	0.01912982499
937	0.01910920335
938	0.01907984743
939	0.01905931402
940	0.01902994181
941	0.01899707312
942	0.01897694121
943	0.01895677089
944	0.01892749761
945	0.01889575271
946	0.01887609779
947	0.0188563943
948	0.01882509608
949	0.01880511128
950	0.01878547048
951	0.01875481061
952	0.01873481748
953	0.01871560331
954	0.01868418226
955	0.01866534867
956	0.01864655619
957	0.01861525194
958	0.01859627613
959	0.01857711015
960	0.01854663471
961	0.01852787777
962	0.01850870571
963	0.01847868353
964	0.01845983599
965	0.01842972178
966	0.018410511
967	0.01839230493
968	0.01836250626
969	0.0183437372
970	0.01832514537
971	0.01829564277
972	0.01827751027
973	0.01825859495
974	0.01822926261
975	0.01821098786
976	0.0181929791
977	0.01816384039
978	0.01814299977
979	0.01811409466
980	0.01809327314
981	0.01807293292
982	0.0180435385
983	0.01802282952
984	0.01800224239
985	0.01797358975
986	0.01795293575
987	0.01793236007
988	0.01790387762
989	0.01788333141
990	0.0178547098
991	0.01783524348
992	0.01781425487
993	0.01778578157
994	0.01776641424
995	0.01774694034
996	0.01772754383
997	0.01769901953
998	0.01768004131
999	0.01766082843
